gene	hvg_candidate	excluded_disease_union	excluded_mitochondrial	excluded_ribosomal	excluded_technical	retained_for_state_discovery	reason	in_AMD_top1000	in_POAG_top1000	in_RE_top1000
AC009063.3	False	False	False	False	False	False	not_HVG	False	False	False
AC009063.2	True	False	False	False	False	True	HVG_retained	False	False	False
AC009063.1	False	False	False	False	False	False	not_HVG	False	False	False
AC009119.1	False	False	False	False	False	False	not_HVG	False	False	False
HSBP1	False	False	False	False	False	False	not_HVG	False	False	False
MLYCD	False	False	False	False	False	False	not_HVG	False	False	False
AC009119.2	True	False	False	False	False	True	HVG_retained	False	False	False
OSGIN1	False	False	False	False	False	False	not_HVG	False	False	False
NECAB2	False	False	False	False	False	False	not_HVG	False	False	False
SLC38A8	False	False	False	False	False	False	not_HVG	False	False	False
AC040169.4	False	False	False	False	False	False	not_HVG	False	False	False
MBTPS1	False	False	False	False	False	False	not_HVG	False	False	False
AC040169.3	False	False	False	False	False	False	not_HVG	False	False	False
AC040169.1	False	False	False	False	False	False	not_HVG	False	False	False
HSDL1	False	True	False	False	False	False	not_HVG	False	True	False
DNAAF1	False	True	False	False	False	False	not_HVG	False	True	False
TAF1C	False	True	False	False	False	False	not_HVG	False	True	False
ADAD2	False	True	False	False	False	False	not_HVG	False	True	False
AC009123.1	True	False	False	False	False	True	HVG_retained	False	False	False
KCNG4	False	False	False	False	False	False	not_HVG	False	False	False
AC010551.3	False	False	False	False	False	False	not_HVG	False	False	False
WFDC1	False	False	False	False	False	False	not_HVG	False	False	False
AC010551.2	False	False	False	False	False	False	not_HVG	False	False	False
AC010551.1	False	False	False	False	False	False	not_HVG	False	False	False
ATP2C2	False	False	False	False	False	False	not_HVG	False	False	False
ATP2C2-AS1	False	False	False	False	False	False	not_HVG	False	False	False
MEAK7	False	False	False	False	False	False	not_HVG	False	False	False
AC022165.1	False	False	False	False	False	False	not_HVG	False	False	False
COTL1	True	False	False	False	False	True	HVG_retained	False	False	False
AC092145.1	False	False	False	False	False	False	not_HVG	False	False	False
KLHL36	False	False	False	False	False	False	not_HVG	False	False	False
USP10	False	False	False	False	False	False	not_HVG	False	False	False
AC025280.3	False	False	False	False	False	False	not_HVG	False	False	False
CRISPLD2	True	False	False	False	False	True	HVG_retained	False	False	False
AC025280.1	False	False	False	False	False	False	not_HVG	False	False	False
AC025280.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC02176	False	False	False	False	False	False	not_HVG	False	False	False
ZDHHC7	False	False	False	False	False	False	not_HVG	False	False	False
KIAA0513	False	False	False	False	False	False	not_HVG	False	False	False
FAM92B	False	False	False	False	False	False	not_HVG	False	False	False
LINC02139	False	False	False	False	False	False	not_HVG	False	False	False
AC026469.1	False	False	False	False	False	False	not_HVG	False	False	False
GSE1	False	False	False	False	False	False	not_HVG	False	False	False
AC092275.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC00311	False	False	False	False	False	False	not_HVG	False	False	False
AC092377.1	False	False	False	False	False	False	not_HVG	False	False	False
AC133540.1	False	False	False	False	False	False	not_HVG	False	False	False
AC092127.2	False	False	False	False	False	False	not_HVG	False	False	False
AC092127.1	False	False	False	False	False	False	not_HVG	False	False	False
GINS2	False	False	False	False	False	False	not_HVG	False	False	False
C16orf74	False	False	False	False	False	False	not_HVG	False	False	False
AC018695.6	False	False	False	False	False	False	not_HVG	False	False	False
AC018695.9	False	False	False	False	False	False	not_HVG	False	False	False
AC018695.2	False	False	False	False	False	False	not_HVG	False	False	False
EMC8	False	False	False	False	False	False	not_HVG	False	False	False
AC018695.4	False	False	False	False	False	False	not_HVG	False	False	False
AC018695.3	False	False	False	False	False	False	not_HVG	False	False	False
COX4I1	False	False	False	False	False	False	not_HVG	False	False	False
AC018695.8	False	False	False	False	False	False	not_HVG	False	False	False
IRF8	False	False	False	False	False	False	not_HVG	False	False	False
AC092723.5	False	False	False	False	False	False	not_HVG	False	False	False
LINC02132	False	False	False	False	False	False	not_HVG	False	False	False
AC092723.4	False	False	False	False	False	False	not_HVG	False	False	False
AC092723.1	False	False	False	False	False	False	not_HVG	False	False	False
AC092723.3	False	False	False	False	False	False	not_HVG	False	False	False
AC135012.1	False	False	False	False	False	False	not_HVG	False	False	False
AC135012.2	False	False	False	False	False	False	not_HVG	False	False	False
AC135012.3	False	False	False	False	False	False	not_HVG	False	False	False
LINC01082	False	False	False	False	False	False	not_HVG	False	False	False
LINC01081	False	False	False	False	False	False	not_HVG	False	False	False
LINC02135	False	False	False	False	False	False	not_HVG	False	False	False
LINC00917	False	False	False	False	False	False	not_HVG	False	False	False
AC092327.2	False	False	False	False	False	False	not_HVG	False	False	False
FENDRR	False	False	False	False	False	False	not_HVG	False	False	False
FOXF1	False	False	False	False	False	False	not_HVG	False	False	False
AC009108.3	False	False	False	False	False	False	not_HVG	False	False	False
MTHFSD	False	False	False	False	False	False	not_HVG	False	False	False
FOXC2-AS1	False	False	False	False	False	False	not_HVG	False	False	False
FOXC2	False	False	False	False	False	False	not_HVG	False	False	False
FOXL1	False	False	False	False	False	False	not_HVG	False	False	False
AC009108.2	False	False	False	False	False	False	not_HVG	False	False	False
AC009154.1	False	False	False	False	False	False	not_HVG	False	False	False
AC009154.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC02188	False	False	False	False	False	False	not_HVG	False	False	False
LINC02189	False	False	False	False	False	False	not_HVG	False	False	False
AC130467.1	False	False	False	False	False	False	not_HVG	False	False	False
AC093519.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC02181	False	False	False	False	False	False	not_HVG	False	False	False
AC106745.1	False	False	False	False	False	False	not_HVG	False	False	False
C16orf95	False	False	False	False	False	False	not_HVG	False	False	False
AC136285.3	False	False	False	False	False	False	not_HVG	False	False	False
AC136285.1	False	False	False	False	False	False	not_HVG	False	False	False
AC136285.2	False	False	False	False	False	False	not_HVG	False	False	False
AC010531.4	False	False	False	False	False	False	not_HVG	False	False	False
AC010531.6	False	False	False	False	False	False	not_HVG	False	False	False
AC010531.7	False	False	False	False	False	False	not_HVG	False	False	False
FBXO31	False	False	False	False	False	False	not_HVG	False	False	False
AC010531.5	False	False	False	False	False	False	not_HVG	False	False	False
MAP1LC3B	False	False	False	False	False	False	not_HVG	False	False	False
AC010531.3	False	False	False	False	False	False	not_HVG	False	False	False
ZCCHC14	False	False	False	False	False	False	not_HVG	False	False	False
AC105429.1	False	False	False	False	False	False	not_HVG	False	False	False
AC092720.1	False	False	False	False	False	False	not_HVG	False	False	False
AC092720.2	False	False	False	False	False	False	not_HVG	False	False	False
JPH3	False	False	False	False	False	False	not_HVG	False	False	False
AC010536.3	False	False	False	False	False	False	not_HVG	False	False	False
AC010536.1	False	False	False	False	False	False	not_HVG	False	False	False
KLHDC4	False	False	False	False	False	False	not_HVG	False	False	False
AC010536.2	False	False	False	False	False	False	not_HVG	False	False	False
AC126696.3	False	False	False	False	False	False	not_HVG	False	False	False
AC126696.1	False	False	False	False	False	False	not_HVG	False	False	False
SLC7A5	True	False	False	False	False	True	HVG_retained	False	False	False
AC126696.2	False	False	False	False	False	False	not_HVG	False	False	False
CA5A	False	False	False	False	False	False	not_HVG	False	False	False
BANP	False	False	False	False	False	False	not_HVG	False	False	False
AC134312.4	False	False	False	False	False	False	not_HVG	False	False	False
AC134312.3	False	False	False	False	False	False	not_HVG	False	False	False
AC134312.1	False	False	False	False	False	False	not_HVG	False	False	False
AC134312.2	False	False	False	False	False	False	not_HVG	False	False	False
AC134312.5	False	False	False	False	False	False	not_HVG	False	False	False
LINC02182	False	False	False	False	False	False	not_HVG	False	False	False
AC134312.6	False	False	False	False	False	False	not_HVG	False	False	False
AC138512.1	False	False	False	False	False	False	not_HVG	False	False	False
ZNF469	False	False	False	False	False	False	not_HVG	False	False	False
ZFPM1	False	False	False	False	False	False	not_HVG	False	False	False
AC116552.1	False	False	False	False	False	False	not_HVG	False	False	False
ZC3H18	False	False	False	False	False	False	not_HVG	False	False	False
IL17C	False	False	False	False	False	False	not_HVG	False	False	False
CYBA	False	False	False	False	False	False	not_HVG	False	False	False
MVD	False	False	False	False	False	False	not_HVG	False	False	False
SNAI3-AS1	False	False	False	False	False	False	not_HVG	False	False	False
SNAI3	False	False	False	False	False	False	not_HVG	False	False	False
RNF166	False	False	False	False	False	False	not_HVG	False	False	False
AC138028.3	False	False	False	False	False	False	not_HVG	False	False	False
CTU2	False	False	False	False	False	False	not_HVG	False	False	False
AC138028.6	False	False	False	False	False	False	not_HVG	False	False	False
PIEZO1	False	True	False	False	False	False	not_HVG	False	True	False
AC138028.4	False	False	False	False	False	False	not_HVG	False	False	False
AC138028.2	False	False	False	False	False	False	not_HVG	False	False	False
AC138028.5	False	False	False	False	False	False	not_HVG	False	False	False
AC138028.1	False	False	False	False	False	False	not_HVG	False	False	False
CDT1	False	True	False	False	False	False	not_HVG	False	True	False
APRT	False	True	False	False	False	False	not_HVG	False	True	False
GALNS	False	True	False	False	False	False	not_HVG	False	True	False
TRAPPC2L	False	False	False	False	False	False	not_HVG	False	False	False
PABPN1L	False	False	False	False	False	False	not_HVG	False	False	False
CBFA2T3	False	False	False	False	False	False	not_HVG	False	False	False
AC092384.2	False	False	False	False	False	False	not_HVG	False	False	False
AC092384.3	False	False	False	False	False	False	not_HVG	False	False	False
AC092384.1	False	False	False	False	False	False	not_HVG	False	False	False
AC135782.2	False	False	False	False	False	False	not_HVG	False	False	False
AC135782.1	False	False	False	False	False	False	not_HVG	False	False	False
ACSF3	False	False	False	False	False	False	not_HVG	False	False	False
AC135782.3	False	False	False	False	False	False	not_HVG	False	False	False
LINC00304	False	False	False	False	False	False	not_HVG	False	False	False
LINC02138	False	False	False	False	False	False	not_HVG	False	False	False
CDH15	False	False	False	False	False	False	not_HVG	False	False	False
SLC22A31	False	False	False	False	False	False	not_HVG	False	False	False
AC009113.1	False	False	False	False	False	False	not_HVG	False	False	False
ZNF778	False	False	False	False	False	False	not_HVG	False	False	False
AC009113.2	False	False	False	False	False	False	not_HVG	False	False	False
ANKRD11	False	False	False	False	False	False	not_HVG	False	False	False
AC137932.3	False	False	False	False	False	False	not_HVG	False	False	False
AC137932.1	False	False	False	False	False	False	not_HVG	False	False	False
AC137932.2	False	False	False	False	False	False	not_HVG	False	False	False
AC092120.1	False	False	False	False	False	False	not_HVG	False	False	False
AC092120.3	False	False	False	False	False	False	not_HVG	False	False	False
SPG7	False	False	False	False	False	False	not_HVG	False	False	False
AC092123.1	False	False	False	False	False	False	not_HVG	False	False	False
RPL13	False	False	False	True	False	False	not_HVG	False	False	False
CPNE7	False	False	False	False	False	False	not_HVG	False	False	False
DPEP1	False	False	False	False	False	False	not_HVG	False	False	False
CHMP1A	False	False	False	False	False	False	not_HVG	False	False	False
SPATA33	False	False	False	False	False	False	not_HVG	False	False	False
AC010538.1	False	False	False	False	False	False	not_HVG	False	False	False
CDK10	False	False	False	False	False	False	not_HVG	False	False	False
LINC02166	False	False	False	False	False	False	not_HVG	False	False	False
SPATA2L	False	False	False	False	False	False	not_HVG	False	False	False
VPS9D1	False	False	False	False	False	False	not_HVG	False	False	False
VPS9D1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
ZNF276	False	False	False	False	False	False	not_HVG	False	False	False
FANCA	False	False	False	False	False	False	not_HVG	False	False	False
SPIRE2	False	False	False	False	False	False	not_HVG	False	False	False
TCF25	False	False	False	False	False	False	not_HVG	False	False	False
MC1R	False	False	False	False	False	False	not_HVG	False	False	False
AC092143.2	False	False	False	False	False	False	not_HVG	False	False	False
TUBB3	False	False	False	False	False	False	not_HVG	False	False	False
DEF8	False	False	False	False	False	False	not_HVG	False	False	False
CENPBD1	False	False	False	False	False	False	not_HVG	False	False	False
DBNDD1	False	False	False	False	False	False	not_HVG	False	False	False
GAS8	False	False	False	False	False	False	not_HVG	False	False	False
GAS8-AS1	False	False	False	False	False	False	not_HVG	False	False	False
PRDM7	False	False	False	False	False	False	not_HVG	False	False	False
FAM157C	False	False	False	False	False	False	not_HVG	False	False	False
AC133919.1	False	False	False	False	False	False	not_HVG	False	False	False
AC133919.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC02193	False	False	False	False	False	False	not_HVG	False	False	False
AC240565.2	False	False	False	False	False	False	not_HVG	False	False	False
AC240565.1	False	False	False	False	False	False	not_HVG	False	False	False
SCGB1C2	False	False	False	False	False	False	not_HVG	False	False	False
DOC2B	True	False	False	False	False	True	HVG_retained	False	False	False
LINC02091	False	False	False	False	False	False	not_HVG	False	False	False
RPH3AL	True	False	False	False	False	True	HVG_retained	False	False	False
AC129507.4	False	False	False	False	False	False	not_HVG	False	False	False
AC129507.1	False	False	False	False	False	False	not_HVG	False	False	False
AC129507.2	False	False	False	False	False	False	not_HVG	False	False	False
AC129507.3	False	False	False	False	False	False	not_HVG	False	False	False
AC141424.1	False	False	False	False	False	False	not_HVG	False	False	False
C17orf97	False	False	False	False	False	False	not_HVG	False	False	False
RFLNB	False	False	False	False	False	False	not_HVG	False	False	False
AC015853.2	False	False	False	False	False	False	not_HVG	False	False	False
VPS53	False	False	False	False	False	False	not_HVG	False	False	False
AC015853.3	False	False	False	False	False	False	not_HVG	False	False	False
AC015853.1	False	False	False	False	False	False	not_HVG	False	False	False
TLCD3A	False	False	False	False	False	False	not_HVG	False	False	False
